,mean,std,time
1,0.8208333333333332,0.8208333333333332,0.8208333333333332
2,0.8083333333333332,0.8083333333333332,0.8083333333333332
3,0.8430555555555556,0.8430555555555556,0.8430555555555556
4,0.8083333333333332,0.8083333333333332,0.8083333333333332
5,0.798611111111111,0.798611111111111,0.798611111111111
6,0.798611111111111,0.798611111111111,0.798611111111111
7,0.8569444444444445,0.8569444444444445,0.8569444444444445
8,0.8444444444444444,0.8444444444444444,0.8444444444444444
9,0.8555555555555555,0.8555555555555555,0.8555555555555555
10,0.8430555555555556,0.8430555555555556,0.8430555555555556
11,0.7958333333333333,0.7958333333333333,0.7958333333333333
12,0.8555555555555555,0.8555555555555555,0.8555555555555555
13,0.8319444444444445,0.8319444444444445,0.8319444444444445
14,0.8680555555555556,0.8680555555555556,0.8680555555555556
15,0.7958333333333333,0.7958333333333333,0.7958333333333333
16,0.8444444444444444,0.8444444444444444,0.8444444444444444
17,0.8083333333333332,0.8083333333333332,0.8083333333333332
18,0.8305555555555555,0.8305555555555555,0.8305555555555555
19,0.8083333333333332,0.8083333333333332,0.8083333333333332
20,0.8305555555555555,0.8305555555555555,0.8305555555555555
21,0.8194444444444444,0.8194444444444444,0.8194444444444444
22,0.8319444444444445,0.8319444444444445,0.8319444444444445
23,0.8430555555555556,0.8430555555555556,0.8430555555555556
24,0.8083333333333332,0.8083333333333332,0.8083333333333332
25,0.7972222222222222,0.7972222222222222,0.7972222222222222
26,0.8291666666666666,0.8291666666666666,0.8291666666666666
27,0.8444444444444444,0.8444444444444444,0.8444444444444444
28,0.8430555555555556,0.8430555555555556,0.8430555555555556
29,0.8194444444444444,0.8194444444444444,0.8194444444444444
30,0.8444444444444444,0.8444444444444444,0.8444444444444444
31,0.8305555555555555,0.8305555555555555,0.8305555555555555
32,0.8416666666666666,0.8416666666666666,0.8416666666666666
33,0.8305555555555555,0.8305555555555555,0.8305555555555555
34,0.8416666666666666,0.8416666666666666,0.8416666666666666
35,0.8319444444444445,0.8319444444444445,0.8319444444444445
36,0.8444444444444444,0.8444444444444444,0.8444444444444444
37,0.8319444444444445,0.8319444444444445,0.8319444444444445
38,0.8305555555555555,0.8305555555555555,0.8305555555555555
39,0.8555555555555555,0.8555555555555555,0.8555555555555555
40,0.8444444444444444,0.8444444444444444,0.8444444444444444
41,0.8305555555555555,0.8305555555555555,0.8305555555555555
42,0.8305555555555555,0.8305555555555555,0.8305555555555555
43,0.8444444444444444,0.8444444444444444,0.8444444444444444
44,0.8430555555555556,0.8430555555555556,0.8430555555555556
45,0.8319444444444445,0.8319444444444445,0.8319444444444445
46,0.8430555555555556,0.8430555555555556,0.8430555555555556
47,0.8680555555555556,0.8680555555555556,0.8680555555555556
48,0.8430555555555556,0.8430555555555556,0.8430555555555556
49,0.8305555555555555,0.8305555555555555,0.8305555555555555
50,0.8430555555555556,0.8430555555555556,0.8430555555555556
51,0.8430555555555556,0.8430555555555556,0.8430555555555556
52,0.8305555555555555,0.8305555555555555,0.8305555555555555
53,0.8291666666666666,0.8291666666666666,0.8291666666666666
54,0.8527777777777779,0.8527777777777779,0.8527777777777779
55,0.8416666666666666,0.8416666666666666,0.8416666666666666
56,0.8180555555555555,0.8180555555555555,0.8180555555555555
57,0.8430555555555556,0.8430555555555556,0.8430555555555556
58,0.8194444444444444,0.8194444444444444,0.8194444444444444
59,0.8666666666666666,0.8666666666666666,0.8666666666666666
60,0.8430555555555556,0.8430555555555556,0.8430555555555556
61,0.8430555555555556,0.8430555555555556,0.8430555555555556
62,0.8305555555555555,0.8305555555555555,0.8305555555555555
63,0.8430555555555556,0.8430555555555556,0.8430555555555556
64,0.8416666666666666,0.8416666666666666,0.8416666666666666
65,0.8652777777777778,0.8652777777777778,0.8652777777777778
66,0.8194444444444444,0.8194444444444444,0.8194444444444444
