,mean,std,time
1,0.7549999999999999,0.13436611300283152,0.5149546146392823
2,0.7997222222222222,0.13196384839023595,0.5202939748764038
3,0.775,0.12638925628110928,0.5186929861704509
4,0.835,0.10923007090285183,0.5152023553848266
5,0.8116666666666668,0.12627686371035118,0.518231134414673
6,0.8066666666666666,0.12251947807468141,0.5194600900014242
7,0.8219444444444445,0.12584211883663562,0.5204557418823241
8,0.8105555555555555,0.11995165638108526,0.5265126407146454
9,0.8219444444444444,0.13382815574748558,0.5280973487430148
10,0.8536111111111111,0.1232253613157643,0.5312047243118285
11,0.8319444444444443,0.12649371427512693,0.5349239045923406
12,0.8183333333333331,0.13292461157546137,0.5396515568097432
13,0.8491666666666667,0.12602400687730808,0.5439039927262527
14,0.8180555555555553,0.13295551833124786,0.5475070442472185
15,0.8441666666666666,0.12084992448313758,0.5494387372334798
16,0.8375,0.1152847215585876,0.5519974648952484
17,0.8297222222222222,0.1257822941969316,0.5551752370946548
18,0.8338888888888889,0.12611093936295467,0.5563432004716662
19,0.8569444444444445,0.11121546729179625,0.5573926499015407
20,0.8391666666666666,0.13535791628790766,0.55842755317688
21,0.8302777777777779,0.1293179053525235,0.5604693367367699
22,0.8347222222222221,0.1287609322482104,0.5614741151983089
23,0.8302777777777777,0.13345518120826472,0.5637323047803796
24,0.8408333333333333,0.1357759076592605,0.5650445679823558
25,0.8427777777777777,0.14342470763188503,0.5658573532104493
26,0.8375,0.14114923448231215,0.5695259406016422
27,0.8358333333333332,0.12346930744083824,0.5704844033276594
28,0.8416666666666668,0.13283832539132348,0.5709818737847464
29,0.8347222222222221,0.13898143941755292,0.5713545947239316
30,0.8322222222222221,0.13354201320044373,0.5728810373942057
31,0.8344444444444445,0.14671590186258637,0.5738242687717561
32,0.825,0.14220892588202777,0.574651038646698
33,0.8466666666666667,0.12539298363052068,0.5751990260499896
34,0.8344444444444445,0.13339466079566079,0.5768571404849782
35,0.8372222222222222,0.13462846040152016,0.5796191270010812
36,0.8355555555555554,0.13231309970813035,0.5818517393536038
37,0.8511111111111112,0.15187041445234406,0.58297829241366
38,0.8305555555555554,0.14167361130383033,0.5839980100330553
39,0.8397222222222223,0.12795813903119266,0.5859274631891495
40,0.835,0.13849375813021966,0.5873852169513702
41,0.8277777777777777,0.14743553979692145,0.5879079876876458
42,0.8247222222222221,0.1473554216056083,0.5890081110454741
43,0.8336111111111111,0.13702113733299914,0.5904395048008408
44,0.8272222222222222,0.13898448733196567,0.5935493469238281
45,0.8227777777777778,0.15299641113822474,0.5955245198143853
46,0.8447222222222223,0.1299886125835009,0.5969433162523352
47,0.8399999999999999,0.13060802799515103,0.5983590237637784
48,0.8330555555555555,0.13562412288663755,0.6003833452860514
49,0.8477777777777777,0.12674224042287716,0.6015721681166669
50,0.8336111111111111,0.13687942602799757,0.602662428855896
51,0.8294444444444444,0.14507165950994816,0.6039212685005337
52,0.8324999999999999,0.14493355539260142,0.6068272022100596
53,0.8430555555555556,0.13587970437441196,0.6103685585957653
54,0.8333333333333333,0.12237102777267017,0.612981954327336
55,0.8283333333333331,0.14743775488885763,0.61468017318032
56,0.8261111111111111,0.12894435557647482,0.6179258891514369
57,0.8330555555555554,0.13197512965736355,0.6197661349647923
58,0.8300000000000001,0.14757108756705978,0.6223469240912076
59,0.8336111111111111,0.13498562298893538,0.623977347551766
60,0.8411111111111111,0.12509269612282847,0.6258599265416463
61,0.8277777777777777,0.1506952653143971,0.6297904100574432
62,0.8452777777777778,0.13212698705678577,0.6326728082472279
63,0.8383333333333333,0.13762283016669397,0.6349459572443886
64,0.8283333333333334,0.1345314344644794,0.6373153604567051
65,0.8352777777777778,0.1284614760275848,0.6389520109616793
66,0.8283333333333334,0.14887740218930018,0.64002569733244
